uid,avg_turnover_rub_1_month,avg_turnover_rub_3_month,avg_turnover_rub_6_month,pnl_rub
14537,-0.0761503062251528,-0.0788764526350901,-0.0786083199494652,32.77
3026,-0.0750510883033657,-0.0797549337188048,-0.0797627800131686,32.77
12717,-0.0728448522499641,-0.0770111698023285,-0.0775179471537509,32.98
10256,-0.0761504015333155,-0.077156456487491,-0.0776653754770018,33.18
4622,-0.0761509408908727,-0.0804514546547189,-0.050129460400341,33.27
5659,-0.0761327693169196,-0.0786041086153943,-0.0791343671167287,34.11
21141,-0.0761498504169591,-0.0803600486000871,-0.0809161566387234,34.13
22225,-0.0756723652893116,-0.0799534533693323,-0.0805036022557778,34.83
7311,-0.0761412473080642,0.0128686271293282,0.0139373277778293,35.89
19550,-0.0761482946452944,-0.0801322723251581,-0.080331868519087,35.92
17195,-0.0761482946452944,-0.0804300169280749,-0.0809269990459529,35.94
8923,-0.0761476178954508,-0.0796873233903369,-0.0793383518538041,36.08
19949,-0.076147603145378,-0.0783186100765785,-0.078844660108677,36.72
22003,-0.0761481009345481,-0.0804633788379303,-0.0810210444201043,36.76
1663,-0.0761478868006241,-0.0785560236011586,-0.0790855732921994,37.32
18373,-0.0761473392944254,-0.0769019192258751,-0.0758010276408553,37.45
15726,-0.076146531650579,-0.0782966296558064,-0.0788223556795054,37.62
459,-0.0742426780721294,-0.0784657342513185,-0.0789939530075226,37.653333333333336
12804,-0.0761465591909248,-0.079154653630453,-0.079484463930019,37.93
2738,-0.0761401935546115,-0.0669502626681449,-0.0673087344683865,38.56
10899,-0.0757247573121326,-0.0797906043868368,-0.0794091786689055,38.794285714285714
21365,-0.0760548681999145,-0.0803514823129789,-0.0809074984538464,39.6
15919,-0.0761448266246812,-0.0780764839401188,-0.0785989648457315,40.08
2558,-0.0761443555506779,-0.0797397776927494,-0.0802973230429454,41.23
20050,-0.0761430306228099,-0.0804288944057707,-0.0809918550878448,41.64
3032,-0.076143710054485,-0.0802813227446188,-0.0806639654414103,41.76666666666667
985,-0.0761237183421778,-0.0804231271256988,-0.0809801993665082,42.54
418,-0.0718491734440982,-0.0759750757692522,-0.0764665802934234,42.8
20856,-0.076141522608374,-0.0804416540782265,-0.0809989994206429,43.35
14449,-0.0761211928305871,-0.0793203406144919,-0.0798611569293497,43.465
17299,-0.0761414150256752,-0.0788894306073757,-0.077752181204432,43.53
14701,-0.0761418084297147,-0.0804517572297677,-0.0810092515004506,43.61
16249,-0.0761419422634172,-0.0804326815312531,-0.0809898946113887,43.74
10824,-0.0761418568058276,-0.0804442942843459,-0.0809957833381536,43.76
182,-0.0761247571392629,-0.0804242080882091,-0.0628463090467595,43.85
10317,-0.0761128419169928,-0.0804118092195939,-0.0809687146257153,43.875
15644,-0.0761420959014133,-0.0578439190975998,-0.0580681563517455,44.16
18321,-0.0761414927472126,-0.0803754857128888,-0.0809318556824327,44.285
7857,-0.0761412473080642,-0.0804412090170559,-0.0809985477989265,44.29
10496,-0.0760998171385471,-0.080398255757222,-0.0809604334057241,44.98
21244,-0.0761165228337617,-0.0803895282005107,-0.0716370715630212,45.105
4327,-0.0755027021643374,-0.0780101997765361,-0.0785317036023205,46.075
906,-0.0666881303979042,-0.0706045427488562,-0.061561604426689,46.09
5462,-0.0761398381088012,-0.0803897748544526,-0.0809595587346849,46.4
20594,-0.0761406101668076,-0.0804407046000847,-0.0809980359464591,46.56
16282,-0.0761392384100372,-0.0782022749702937,-0.0787266101329644,47.45
14472,-0.0761398610075157,-0.0554029761969398,-0.0576539712383539,47.56
15667,-0.0761388723056661,-0.0804354458693498,-0.0809926996979666,47.65
16182,-0.076138574037877,-0.0734068060089926,-0.0738604522508741,48.09
12611,-0.0761382945085253,-0.0804382949477803,-0.0782013499064216,48.2
17354,-0.0761364814873392,-0.0802439149868886,-0.0803984763182345,48.54
8982,-0.0761140526091571,-0.0804130690545125,-0.080561609370263,48.62
3646,-0.0760944816349405,-0.0757144384200553,-0.0754840817421721,48.81
406,-0.0760914834505623,-0.048945397152827,-0.0268646533266339,49.04
3580,-0.0761361525504011,-0.0804360660462324,-0.0800346845113464,49.55
18184,-0.0761367724660481,-0.0804367111246444,-0.0806525791737202,49.87
4149,-0.0761134580677611,-0.0804124503803084,-0.0809301625702442,49.88
2994,-0.0761370056822341,-0.063114652620061,-0.0634165845621459,50.16
21927,-0.074898571931727,-0.0702304722607214,-0.0706372968869187,50.265
11081,-0.0761286339328727,-0.080428242243303,-0.0771309343812751,50.84
4454,-0.0761354968426193,-0.0804353837228605,-0.0809926366353901,51.49
2577,-0.0761345996668625,-0.0647592613731419,-0.0650854361200106,51.58
16441,-0.0761346566042065,-0.0676382858247789,-0.0680068996183925,51.66
222,1.6010219395309373,2.0308753078210184,1.4846609001354385,52.50076923076923
5535,-0.0761350265937949,-0.0803959273211127,-0.0809587442308622,52.52
19580,-0.0761345176647096,-0.0804343647995053,-0.0809916026923167,52.73
1710,-0.067922308563305,-0.0603280531025015,-0.0649677280813598,52.84444444444445
11979,-0.0761213962887591,-0.0675047845934023,-0.070663159532118,53.86
3067,-0.0761078917203579,-0.0803981527521889,-0.0520504503620471,54.005
1601,-0.0761309131801361,-0.0804306140066423,-0.0809877966098664,54.17
11175,-0.0761333991347134,-0.0804332008676751,-0.0809904216032312,54.25
17805,-0.076132810988454,-0.0804086418774355,-0.0808102419286967,54.63
16627,-0.076133172623106,-0.0804329651618194,-0.080990182422889,54.76
585,-0.0756138070877052,-0.0798925182535956,-0.0804417689093144,54.91
21853,-0.0760812053316519,4.213090770293404,3.031184401287798,54.93
12131,-0.0761326020118981,-0.079381032575381,-0.0801393307850986,54.95
19219,-0.0761338462785287,-0.0804336661613383,-0.0809908937556828,55.04
17495,-0.0761318646114054,-0.0804316040571036,-0.0809888012544371,55.3
15679,-0.0761238554250222,-0.0663323454562264,-0.0666817086789338,55.39
1148,-0.075938918496516,-0.0740751641577502,-0.0747617459990361,55.805
1282,-0.0761208822023057,-0.026612359821308,-0.0250824787506843,56.12
18884,-0.0761318939396387,-0.0800222159051603,-0.0805104618630394,56.34
18068,-0.0761311388665647,-0.0801476935990129,-0.0802293908778247,56.74
4355,-0.0761028641116276,-0.0804014264088509,-0.0647694104883885,58.01
5378,-0.0761314045741698,-0.080431125346668,-0.0809883154874395,58.07
659,-0.0761035340537454,-0.0801246928505967,-0.0807606820499753,58.28
21104,-0.0761293987705637,-0.0804333073968471,-0.080942200651564,58.39
20645,-0.076129465197465,-0.0803167105318904,-0.0808722141098159,58.82666666666666
19344,-0.0761290918040137,-0.074701734347015,-0.0751744688339572,59.38
9944,-0.0761005675356073,-0.0704994268101766,-0.0696290669179342,59.49
13601,-0.0761313866265288,-0.0803527666200901,-0.0802044969560595,59.59
10747,-0.0761006318995614,-0.0790807681809816,-0.0788067183660692,59.67
22038,-0.0761007131796828,-0.0803991881692295,-0.0809559075313088,59.74
3289,-0.0761006318995614,-0.0803991035898969,-0.0809558217052114,59.81
13672,-0.0761283777148249,-0.0705396160467607,-0.0719826215432752,60.13
18429,-0.0761297004765983,-0.0804293520787073,-0.0809865160801378,60.31
7480,-0.0761284053067443,-0.0802374861973309,-0.0805724877845316,60.455
17499,-0.0761281057358602,-0.080436331553107,-0.0809847981814885,60.924
20964,-0.0761283777148249,-0.0804279756252039,-0.0809851193366454,61.0
16538,-0.0761286721489704,-0.0803933463634597,-0.0809499796128045,61.015
15508,-0.0761270550046252,-0.0782212009823521,-0.0787458151290759,61.085
20859,-0.0761276057599659,-0.080427172336213,-0.0809843042065536,61.11
20682,-0.0761275868839986,-0.0798702804365192,-0.080419203289618,61.21
17137,-0.0761276734246355,-0.0804287903452848,-0.0809839083772462,61.39
15999,-0.0761270376758684,-0.0792571300070181,-0.0797970145486415,61.405
5146,-0.0761073435952749,-0.080406087717549,-0.0809629087843059,61.95
15546,-0.0761302638674908,-0.0743203307699252,-0.0747874430732046,61.99
19240,-0.0761258311095986,-0.0801244602574322,-0.0804760774778353,62.68
17405,-0.0761264551511401,-0.0804259750234533,-0.0809830892444779,62.7
16756,-0.076127689360903,-0.0804272593305646,-0.0809843924832691,62.7
15875,-0.0761263634531351,-0.0796865750757104,-0.0802327899697329,62.70000000000001
16664,-0.0761271692919026,-0.0804267181516373,-0.0809838433269459,63.165000000000006
387,-0.0760692012479292,-0.0791108292080938,-0.0672980325665758,63.32
11095,-0.0761263875896178,-0.0803312297488655,-0.0801583542811606,63.49
21167,-0.0761239305163019,-0.0802936132517142,-0.080848776357869,64.31
16120,-0.0761239207688762,-0.0795042147525166,-0.0800477415143574,64.56
5797,-0.0760922265241599,-0.0803903570350361,-0.0809134140780032,65.33500000000001
20541,-0.0761243383093986,-0.0804237722577778,-0.080980854008333,65.41
20052,-0.0761237106576993,-0.0801293781305946,-0.0806821202840623,66.05000000000001
18747,-0.0761231525788959,-0.0802599658383111,-0.0806592670616221,66.1
18526,-0.076122901724511,-0.0797931336738163,-0.0801376744848269,66.38
18216,-0.0761242288184735,-0.0804184625969754,-0.0809754660790244,66.51
15687,-0.0761232563451424,0.0004376462695424,0.0010725243575987,66.9
18274,-0.076121895728287,-0.0804212305307671,-0.0771839581635265,68.14
14090,-0.0761216008299784,-0.0779537939413024,-0.0424159625618129,68.32
18215,-0.0761236831689273,-0.0795962045082993,-0.0801410872702754,68.905
204,-0.0618641040634532,-0.0711902475212578,-0.0714470298142023,69.29
14981,-0.0761208327947192,-0.0803897820458426,-0.0809463627543894,71.4
17681,-0.0761203858571986,-0.0804196593730641,-0.0809766804965181,71.47
21122,-0.0761199423751146,-0.0804191978897642,-0.0796891425033815,71.655
15454,-0.0761529898100762,-0.06966837533316,-0.0700669142159798,72.14
3542,-0.0687178771886196,-0.0727166782348446,-0.0755706367985834,72.79
18355,-0.0761196066820242,-0.0804243451181768,-0.0807433143958287,72.98
8485,-0.0754064876973298,0.013031998902873,-0.0277881057666071,73.82
18753,-0.0761156466484931,-0.0803525689642006,-0.0809328170799445,75.07
19187,-0.0761163042129274,-0.080415412052292,-0.0809723705669534,75.24
629,-0.0751964289193081,-0.0794544058440422,-0.0777878052720965,75.36
1863,-0.0604635243270547,-0.0645142386066549,-0.0227469910481728,76.07499999999999
22231,-0.0760872465695109,-0.0803851749409046,-0.080941687737162,76.14
12193,-0.076115462943041,-0.0804145366347333,-0.0809714822450629,76.38
12697,-0.0761166434130281,-0.0801284191354889,-0.0804428308656775,76.63
3502,-0.0760772967686546,-0.0671919777888132,-0.06755401265685,76.8
13818,-0.0761067121271233,-0.0804054306177091,-0.0809622419983062,78.48
12616,-0.0761136345528979,-0.080195129075357,-0.0799608736631059,78.5
21098,-0.0761131860681669,-0.08041216734008,-0.0809690780251743,78.84
13896,-0.0760769183209825,-0.0797659142628536,-0.080313298677847,79.46
18331,-0.0761127777077598,-0.0794215859682098,-0.0796294152046371,79.855
7278,-0.0761118904341498,-0.0796699824804801,-0.0786849034583252,80.15
20387,-0.0761137724609212,-0.079116920622051,-0.0796547383689171,80.29
13225,-0.0761121279825251,-0.079524245349549,-0.0800521032881129,80.49000000000001
20519,-0.0761111013568287,-0.0804099980090011,-0.0809668767164777,81.18
3834,-0.0761005675356073,-0.0767994610066751,-0.0756428492068163,81.68
1694,-0.0761008457240433,-0.0645900353558405,-0.0681191318898879,81.96
359,-0.0760713095800134,-0.0751648266506329,-0.0562709032341829,82.73
3180,-0.0760210853758339,-0.0771595580516871,-0.0776685227606526,83.15
18473,-0.0761096764791667,-0.0787487017070962,-0.079281091622415,83.47
16325,-0.0761094065425197,-0.0804082344011163,-0.080965087111649,83.68
14780,-0.0761089718795353,-0.046947926804087,-0.0470115487060386,83.75
14983,-0.0761097415651523,-0.0798409216943804,-0.0803894117769172,83.81
10669,-0.0761267578886483,-0.0804262900492669,-0.0805213026902697,84.05
2152,-0.0760701904311331,-0.0801211435239865,-0.0793643913229102,85.37
9714,-0.0761074044522187,-0.0800602751343306,-0.0805852542733605,85.52
13429,-0.0761130292841763,-0.076696379319011,-0.078618848477684,85.58
18298,-0.0761080871158444,-0.0803765940116255,-0.08090434614189,85.75
3229,-0.0760654580301536,-0.0803339074146132,-0.0808896644878884,86.18
20977,-0.0761061226399481,-0.0804048172028797,-0.0809616195412679,86.28
19355,-0.0761043341678342,-0.080402956135561,-0.0809597310403777,86.45
21366,-0.0761084492318508,-0.0786503785192287,-0.0794857614434398,86.73
17582,-0.0761055148956898,-0.0804041847899008,-0.0809609778060326,86.9
4917,-0.0761055148956898,-0.0804041847899008,-0.0809727934892071,86.94
20425,-0.0761064884004946,-0.0804333477813318,-0.0809905706825088,86.99
4914,-0.0761064884004946,-0.0791935738890354,-0.0799802037602974,87.09
10377,-0.0761066714354889,-0.0803326216942686,-0.0808883598150316,87.15
6610,-0.0761067335817747,-0.0804054529432182,-0.0809622646529105,87.16
20615,-0.0761065263587239,-0.0801567495625319,-0.0807098951920725,87.22
20912,-0.0761068766471661,-0.0804056018157236,-0.0809624157199118,87.23
20722,-0.0761068766471661,-0.0779497803585927,-0.0784703935554348,87.28
20520,-0.0761065263587239,-0.0804052373088538,-0.0809620458399289,87.35
14685,-0.0761065263587239,-0.0804052373088538,-0.0809620458399289,87.36
16719,-0.076106187519639,-0.0804048847160779,-0.0809616880496628,87.41
4619,-0.0716532613268076,-0.0469871492454374,-0.0661321626438972,87.48
20042,-0.0761030719535625,-0.0800512840453779,-0.0805564259750002,87.49
20453,-0.0761055148956898,-0.0804041847899008,-0.0809609778060326,87.65
20213,-0.0761068766471661,-0.0804253623599632,-0.0809824675498542,87.67
16933,-0.0761062560094875,-0.0804049559859723,-0.0809617603701306,87.78
20281,-0.0761063622512706,-0.0804050665401761,-0.0809618725539888,87.81
18248,-0.076106187519639,-0.0803366737296895,-0.0808771306662972,87.83
4076,-0.0761062390933201,-0.0804049383831671,-0.0809819653909434,87.9
19309,-0.0761048023537115,-0.0802600389101813,-0.0808212695608723,88.33
14478,-0.0761067121271233,-0.0804054306177091,-0.0011760182269965,88.45
16019,-0.0761047638797453,-0.0733554144312246,-0.0738083031215091,88.77
17327,-0.0761055110147703,-0.0804095707812592,-0.0809691455466536,88.77
20529,-0.0761062746791601,-0.0789421040235688,-0.079477344838589,88.8
2692,-0.0760344787513786,-0.0803302652439388,-0.0808859686288017,88.86
1802,-0.0743457352835743,-0.0782772259601428,0.1155718369786166,88.89
13792,-0.076104393133743,-0.080403017494933,-0.0804491732773459,89.96333333333332
20549,-0.0761036219481914,-0.0802217901325299,-0.0807758945103677,91.24125
13984,-0.0761041387809433,-0.0803350559869225,-0.08092630683749,91.3575
14677,-0.0761037441649222,-0.0802060450916312,-0.0807599173753906,91.47
19660,-0.0761028776239321,-0.0804215743936965,-0.0809848567120551,92.22
17576,-0.0761022939130092,-0.0804117309193108,-0.0809686351712255,92.67
20242,-0.0761005934255953,-0.0804023897331018,-0.0809591562887083,92.8
6510,-0.0761020593559074,-0.0803284985233628,-0.0808819380243369,92.8425
4603,-0.0760600068467803,-0.0765004179678914,-0.0022594583858148,93.155
14657,-0.076101494005215,-0.080385456800457,-0.0774624799326423,93.18
1595,-0.0760580394655666,-0.0793579056288045,-0.0799671463434042,93.2
2930,-0.0760568309910706,-0.080353524775059,-0.0700276759744293,94.32
13815,-0.0761011616644138,-0.0797007396080727,-0.0649178728527375,94.37
10202,-0.0761005675356073,-0.0796611788059473,-0.079786206659536,94.45
5539,-0.0761006318995614,-0.0804188742951055,-0.0809758838459033,94.7
12636,-0.0760998736633016,-0.0394661575894493,-0.0436660719672675,94.76
5637,-0.0761006318995614,-0.0803689401365894,-0.0809308828099765,94.76
14312,-0.0761005930130058,-0.0803990631249117,-0.080955780643741,94.81
15788,-0.0761007131796828,-0.0736792074614183,-0.0741368691113546,94.84
15077,-0.0761006318995614,-0.0803991035898969,-0.0793876870907029,94.86
20692,-0.0760987100579081,-0.0803971037394856,-0.0809537923754586,95.135
18280,-0.076145913178995,-0.0804462228648628,-0.0774110414480828,95.46
19345,-0.0760992738613901,-0.07824600208272,-0.0794828063681327,95.56
16369,-0.076056127216618,-0.0768082090284364,-0.0773119945811036,95.89
12874,-0.0760999996062309,-0.0726776629765698,-0.0702640862415507,96.08
18006,-0.0760988443042001,-0.0803797058995806,-0.0809537979574224,96.1
20399,-0.0760987274898124,-0.0803880154683789,-0.0809445701362079,96.47
6520,-0.0761006091039943,-0.0796101300446005,-0.0718639398798623,96.68
